block_id,start_time,end_time,date,K1,K2,K3,K4,K5,K6,K7,K8,pattern,stage,program,n_seconds,duration_s
168,2026-04-07 08:13:40+02:00,2026-04-07 08:13:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
169,2026-04-07 08:13:41+02:00,2026-04-07 08:14:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
170,2026-04-07 08:14:15+02:00,2026-04-07 08:14:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
171,2026-04-07 08:14:18+02:00,2026-04-07 08:14:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
172,2026-04-07 08:14:19+02:00,2026-04-07 08:14:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
173,2026-04-07 08:14:20+02:00,2026-04-07 08:14:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
174,2026-04-07 08:14:23+02:00,2026-04-07 08:14:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
175,2026-04-07 08:14:24+02:00,2026-04-07 08:14:38+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
176,2026-04-07 08:14:39+02:00,2026-04-07 08:14:41+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
177,2026-04-07 08:14:42+02:00,2026-04-07 08:14:43+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
178,2026-04-07 08:14:44+02:00,2026-04-07 08:14:44+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
179,2026-04-07 08:14:45+02:00,2026-04-07 08:14:46+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
180,2026-04-07 08:14:47+02:00,2026-04-07 08:14:47+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
181,2026-04-07 08:14:48+02:00,2026-04-07 08:15:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
182,2026-04-07 08:15:04+02:00,2026-04-07 08:15:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
183,2026-04-07 08:15:06+02:00,2026-04-07 08:15:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
184,2026-04-07 08:15:07+02:00,2026-04-07 08:15:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
185,2026-04-07 08:15:09+02:00,2026-04-07 08:15:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
186,2026-04-07 08:15:10+02:00,2026-04-07 08:15:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
187,2026-04-07 08:15:11+02:00,2026-04-07 08:15:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
188,2026-04-07 08:15:45+02:00,2026-04-07 08:15:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
189,2026-04-07 08:15:48+02:00,2026-04-07 08:15:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
190,2026-04-07 08:15:49+02:00,2026-04-07 08:15:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
191,2026-04-07 08:15:50+02:00,2026-04-07 08:15:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
192,2026-04-07 08:15:53+02:00,2026-04-07 08:15:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
193,2026-04-07 08:15:54+02:00,2026-04-07 08:15:58+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,5,5
194,2026-04-07 08:15:59+02:00,2026-04-07 08:16:01+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
195,2026-04-07 08:16:02+02:00,2026-04-07 08:16:03+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
196,2026-04-07 08:16:04+02:00,2026-04-07 08:16:04+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
197,2026-04-07 08:16:05+02:00,2026-04-07 08:16:06+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
198,2026-04-07 08:16:07+02:00,2026-04-07 08:16:07+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
199,2026-04-07 08:16:08+02:00,2026-04-07 08:16:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,26,26
200,2026-04-07 08:16:34+02:00,2026-04-07 08:16:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
201,2026-04-07 08:16:36+02:00,2026-04-07 08:16:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
202,2026-04-07 08:16:37+02:00,2026-04-07 08:16:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
203,2026-04-07 08:16:39+02:00,2026-04-07 08:16:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
204,2026-04-07 08:16:40+02:00,2026-04-07 08:16:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
205,2026-04-07 08:16:41+02:00,2026-04-07 08:17:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
206,2026-04-07 08:17:15+02:00,2026-04-07 08:17:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
207,2026-04-07 08:17:18+02:00,2026-04-07 08:17:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
208,2026-04-07 08:17:19+02:00,2026-04-07 08:17:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
209,2026-04-07 08:17:20+02:00,2026-04-07 08:17:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
210,2026-04-07 08:17:23+02:00,2026-04-07 08:17:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
211,2026-04-07 08:17:24+02:00,2026-04-07 08:17:25+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,2,2
212,2026-04-07 08:17:26+02:00,2026-04-07 08:17:28+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
213,2026-04-07 08:17:29+02:00,2026-04-07 08:17:30+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
214,2026-04-07 08:17:31+02:00,2026-04-07 08:17:31+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
215,2026-04-07 08:17:32+02:00,2026-04-07 08:17:33+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
216,2026-04-07 08:17:34+02:00,2026-04-07 08:17:34+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
217,2026-04-07 08:17:35+02:00,2026-04-07 08:18:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,29,29
218,2026-04-07 08:18:04+02:00,2026-04-07 08:18:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
219,2026-04-07 08:18:06+02:00,2026-04-07 08:18:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
220,2026-04-07 08:18:07+02:00,2026-04-07 08:18:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
221,2026-04-07 08:18:09+02:00,2026-04-07 08:18:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
222,2026-04-07 08:18:10+02:00,2026-04-07 08:18:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
223,2026-04-07 08:18:11+02:00,2026-04-07 08:18:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
224,2026-04-07 08:18:45+02:00,2026-04-07 08:18:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
225,2026-04-07 08:18:48+02:00,2026-04-07 08:18:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
226,2026-04-07 08:18:49+02:00,2026-04-07 08:18:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
227,2026-04-07 08:18:50+02:00,2026-04-07 08:18:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
228,2026-04-07 08:18:53+02:00,2026-04-07 08:18:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
229,2026-04-07 08:18:54+02:00,2026-04-07 08:19:08+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
230,2026-04-07 08:19:09+02:00,2026-04-07 08:19:11+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
231,2026-04-07 08:19:12+02:00,2026-04-07 08:19:13+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
232,2026-04-07 08:19:14+02:00,2026-04-07 08:19:14+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
233,2026-04-07 08:19:15+02:00,2026-04-07 08:19:16+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
234,2026-04-07 08:19:17+02:00,2026-04-07 08:19:17+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
235,2026-04-07 08:19:18+02:00,2026-04-07 08:19:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
236,2026-04-07 08:19:34+02:00,2026-04-07 08:19:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
237,2026-04-07 08:19:36+02:00,2026-04-07 08:19:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
238,2026-04-07 08:19:37+02:00,2026-04-07 08:19:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
239,2026-04-07 08:19:39+02:00,2026-04-07 08:19:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
240,2026-04-07 08:19:40+02:00,2026-04-07 08:19:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
241,2026-04-07 08:19:41+02:00,2026-04-07 08:20:10+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,30,30
242,2026-04-07 08:20:11+02:00,2026-04-07 08:20:13+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
243,2026-04-07 08:20:14+02:00,2026-04-07 08:20:14+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
244,2026-04-07 08:20:15+02:00,2026-04-07 08:20:15+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
245,2026-04-07 08:20:16+02:00,2026-04-07 08:20:18+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
246,2026-04-07 08:20:19+02:00,2026-04-07 08:20:19+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
247,2026-04-07 08:20:20+02:00,2026-04-07 08:20:24+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,5,5
248,2026-04-07 08:20:25+02:00,2026-04-07 08:20:27+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
249,2026-04-07 08:20:28+02:00,2026-04-07 08:20:29+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
250,2026-04-07 08:20:30+02:00,2026-04-07 08:20:30+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
251,2026-04-07 08:20:31+02:00,2026-04-07 08:20:32+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
252,2026-04-07 08:20:33+02:00,2026-04-07 08:20:33+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
253,2026-04-07 08:20:34+02:00,2026-04-07 08:21:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,30,30
254,2026-04-07 08:21:04+02:00,2026-04-07 08:21:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
255,2026-04-07 08:21:06+02:00,2026-04-07 08:21:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
256,2026-04-07 08:21:07+02:00,2026-04-07 08:21:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
257,2026-04-07 08:21:09+02:00,2026-04-07 08:21:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
258,2026-04-07 08:21:10+02:00,2026-04-07 08:21:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
259,2026-04-07 08:21:11+02:00,2026-04-07 08:21:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
260,2026-04-07 08:21:45+02:00,2026-04-07 08:21:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
261,2026-04-07 08:21:48+02:00,2026-04-07 08:21:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
262,2026-04-07 08:21:49+02:00,2026-04-07 08:21:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
263,2026-04-07 08:21:50+02:00,2026-04-07 08:21:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
264,2026-04-07 08:21:53+02:00,2026-04-07 08:21:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
265,2026-04-07 08:21:54+02:00,2026-04-07 08:22:08+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
266,2026-04-07 08:22:09+02:00,2026-04-07 08:22:11+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
267,2026-04-07 08:22:12+02:00,2026-04-07 08:22:13+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
268,2026-04-07 08:22:14+02:00,2026-04-07 08:22:14+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
269,2026-04-07 08:22:15+02:00,2026-04-07 08:22:16+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
270,2026-04-07 08:22:17+02:00,2026-04-07 08:22:17+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
271,2026-04-07 08:22:18+02:00,2026-04-07 08:22:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
272,2026-04-07 08:22:34+02:00,2026-04-07 08:22:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
273,2026-04-07 08:22:36+02:00,2026-04-07 08:22:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
274,2026-04-07 08:22:37+02:00,2026-04-07 08:22:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
275,2026-04-07 08:22:39+02:00,2026-04-07 08:22:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
276,2026-04-07 08:22:40+02:00,2026-04-07 08:22:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
277,2026-04-07 08:22:41+02:00,2026-04-07 08:23:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
278,2026-04-07 08:23:15+02:00,2026-04-07 08:23:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
279,2026-04-07 08:23:18+02:00,2026-04-07 08:23:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
280,2026-04-07 08:23:19+02:00,2026-04-07 08:23:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
281,2026-04-07 08:23:20+02:00,2026-04-07 08:23:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
282,2026-04-07 08:23:23+02:00,2026-04-07 08:23:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
283,2026-04-07 08:23:24+02:00,2026-04-07 08:23:31+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,8,8
284,2026-04-07 08:23:32+02:00,2026-04-07 08:23:34+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
285,2026-04-07 08:23:35+02:00,2026-04-07 08:23:36+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
286,2026-04-07 08:23:37+02:00,2026-04-07 08:23:37+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
287,2026-04-07 08:23:38+02:00,2026-04-07 08:23:39+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
288,2026-04-07 08:23:40+02:00,2026-04-07 08:23:40+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
289,2026-04-07 08:23:41+02:00,2026-04-07 08:24:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,23,23
290,2026-04-07 08:24:04+02:00,2026-04-07 08:24:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
291,2026-04-07 08:24:06+02:00,2026-04-07 08:24:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
292,2026-04-07 08:24:07+02:00,2026-04-07 08:24:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
293,2026-04-07 08:24:09+02:00,2026-04-07 08:24:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
294,2026-04-07 08:24:10+02:00,2026-04-07 08:24:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
295,2026-04-07 08:24:11+02:00,2026-04-07 08:24:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
296,2026-04-07 08:24:45+02:00,2026-04-07 08:24:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
297,2026-04-07 08:24:48+02:00,2026-04-07 08:24:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
298,2026-04-07 08:24:49+02:00,2026-04-07 08:24:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
299,2026-04-07 08:24:50+02:00,2026-04-07 08:24:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
300,2026-04-07 08:24:53+02:00,2026-04-07 08:24:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
301,2026-04-07 08:24:54+02:00,2026-04-07 08:25:08+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
302,2026-04-07 08:25:09+02:00,2026-04-07 08:25:11+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
303,2026-04-07 08:25:12+02:00,2026-04-07 08:25:13+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
304,2026-04-07 08:25:14+02:00,2026-04-07 08:25:14+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
305,2026-04-07 08:25:15+02:00,2026-04-07 08:25:16+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
306,2026-04-07 08:25:17+02:00,2026-04-07 08:25:17+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
307,2026-04-07 08:25:18+02:00,2026-04-07 08:25:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
308,2026-04-07 08:25:34+02:00,2026-04-07 08:25:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
309,2026-04-07 08:25:36+02:00,2026-04-07 08:25:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
310,2026-04-07 08:25:37+02:00,2026-04-07 08:25:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
311,2026-04-07 08:25:39+02:00,2026-04-07 08:25:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
312,2026-04-07 08:25:40+02:00,2026-04-07 08:25:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
313,2026-04-07 08:25:41+02:00,2026-04-07 08:26:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
314,2026-04-07 08:26:15+02:00,2026-04-07 08:26:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
315,2026-04-07 08:26:18+02:00,2026-04-07 08:26:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
316,2026-04-07 08:26:19+02:00,2026-04-07 08:26:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
317,2026-04-07 08:26:20+02:00,2026-04-07 08:26:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
318,2026-04-07 08:26:23+02:00,2026-04-07 08:26:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
319,2026-04-07 08:26:24+02:00,2026-04-07 08:26:25+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,2,2
320,2026-04-07 08:26:26+02:00,2026-04-07 08:26:28+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
321,2026-04-07 08:26:29+02:00,2026-04-07 08:26:30+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
322,2026-04-07 08:26:31+02:00,2026-04-07 08:26:31+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
323,2026-04-07 08:26:32+02:00,2026-04-07 08:26:33+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
324,2026-04-07 08:26:34+02:00,2026-04-07 08:26:34+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
325,2026-04-07 08:26:35+02:00,2026-04-07 08:27:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,29,29
326,2026-04-07 08:27:04+02:00,2026-04-07 08:27:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
327,2026-04-07 08:27:06+02:00,2026-04-07 08:27:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
328,2026-04-07 08:27:07+02:00,2026-04-07 08:27:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
329,2026-04-07 08:27:09+02:00,2026-04-07 08:27:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
330,2026-04-07 08:27:10+02:00,2026-04-07 08:27:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
331,2026-04-07 08:27:11+02:00,2026-04-07 08:27:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
332,2026-04-07 08:27:45+02:00,2026-04-07 08:27:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
333,2026-04-07 08:27:48+02:00,2026-04-07 08:27:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
334,2026-04-07 08:27:49+02:00,2026-04-07 08:27:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
